start_time,end_time,labelid,label,duration
1.7,5.06,1,Move,3.3599999999999994
5.14,11.22,2,Gesture,6.080000000000001
12.82,15.94,3,Gesture,3.119999999999999
16.7,16.98,4,Move,0.28000000000000114
17.66,19.06,5,Move,1.3999999999999986
19.14,21.22,6,Gesture,2.0799999999999983
21.3,22.82,7,Move,1.5199999999999996
