file,gesture,PeakVelocity_R,Submovements_L,Submovements_R,Rhythm_L,Rhythm_R,MN_mode_L,MN_mode_R
Annotations/V07.eaf,1,0.12071529604436645,0,0,nan,nan,4,2
Annotations/V07.eaf,2,0.12905334911875682,0,0,nan,nan,4,4
Annotations/V07.eaf,3,0.08917353546796995,0,0,nan,nan,4,2
Annotations/V07.eaf,4,0.42019929644562953,0,0,nan,nan,2,2
