start_time,end_time,labelid,label,duration
0.58,0.86,1,Gesture,0.28
0.9,1.98,2,Move,1.08
3.18,3.54,3,Gesture,0.3599999999999999
6.46,7.38,4,Move,0.9199999999999999
7.42,7.78,5,Gesture,0.3600000000000003
7.9,8.66,6,Move,0.7599999999999998
10.58,11.02,7,Gesture,0.4399999999999995
12.06,13.94,8,Gesture,1.879999999999999
20.7,21.7,9,Gesture,1.0
22.9,24.94,10,Gesture,2.0400000000000027
