start_time,end_time,labelid,label,duration
0.58,1.3,1,Gesture,0.7200000000000001
3.42,4.54,2,Gesture,1.12
4.58,5.54,3,Move,0.96
6.62,7.22,4,Move,0.5999999999999996
7.82,8.7,5,Gesture,0.879999999999999
12.54,14.82,6,Gesture,2.280000000000001
16.9,17.5,7,Move,0.6000000000000014
