start_time,end_time,labelid,label,duration
0.54,0.8200000000000001,1,Gesture,0.28
1.78,2.06,2,Gesture,0.28
2.46,3.02,3,Gesture,0.56
4.42,5.94,4,Gesture,1.5200000000000005
5.98,7.54,5,Move,1.5599999999999996
9.62,11.5,6,Gesture,1.8800000000000008
12.06,15.3,7,Gesture,3.24
16.82,19.82,8,Gesture,3.0
