start_time,end_time,labelid,label,duration
0.54,1.38,1,Gesture,0.8399999999999999
3.58,4.42,2,Gesture,0.8399999999999999
4.58,5.3,3,Move,0.7199999999999998
5.54,6.86,4,Gesture,1.3200000000000003
6.98,7.9,5,Move,0.9199999999999999
11.22,16.58,6,Gesture,5.359999999999998
16.62,17.94,7,Move,1.3200000000000003
